Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Departure Time,Distance,Source Station,Source Station Name,Destination Station,Destination Station Name
2732,JP-HYB SPECI,3,KSG,KISHANGARH,16:10:00,16:12:00,105,JP,JAIPUR JN.,HYB,HYDERABAD DECCAN
2732,JP-HYB SPECI,4,AII,AJMER JN.,17:10:00,17:40:00,134,JP,JAIPUR JN.,HYB,HYDERABAD DECCAN
2732,JP-HYB SPECI,5,BHL,BHILWARA,19:30:00,19:35:00,266,JP,JAIPUR JN.,HYB,HYDERABAD DECCAN
2732,JP-HYB SPECI,6,COR,CHITTAURGARH,20:55:00,21:05:00,320,JP,JAIPUR JN.,HYB,HYDERABAD DECCAN
2732,JP-HYB SPECI,7,NMH,NIMACH,22:00:00,22:02:00,376,JP,JAIPUR JN.,HYB,HYDERABAD DECCAN
2732,JP-HYB SPECI,8,MDS,MANDSOR,22:43:00,22:45:00,425,JP,JAIPUR JN.,HYB,HYDERABAD DECCAN
2732,JP-HYB SPECI,9,RTM,RATLAM JN,00:25:00,00:50:00,509,JP,JAIPUR JN.,HYB,HYDERABAD DECCAN
2732,JP-HYB SPECI,10,NAD,NAGDA JN,01:30:00,01:32:00,553,JP,JAIPUR JN.,HYB,HYDERABAD DECCAN
2732,JP-HYB SPECI,11,UJN,UJJAIN JN,02:30:00,02:40:00,608,JP,JAIPUR JN.,HYB,HYDERABAD DECCAN
2732,JP-HYB SPECI,12,BPL,BHOPAL,06:15:00,06:25:00,792,JP,JAIPUR JN.,HYB,HYDERABAD DECCAN
2732,JP-HYB SPECI,13,ET,ITARSI,08:15:00,08:30:00,883,JP,JAIPUR JN.,HYB,HYDERABAD DECCAN
2732,JP-HYB SPECI,14,KNW,KHANDWA JN.,11:40:00,11:45:00,1067,JP,JAIPUR JN.,HYB,HYDERABAD DECCAN
2732,JP-HYB SPECI,15,BAU,BURHANPUR,12:33:00,12:35:00,1136,JP,JAIPUR JN.,HYB,HYDERABAD DECCAN
2732,JP-HYB SPECI,16,MKU,MALKAPUR,14:05:00,14:07:00,1246,JP,JAIPUR JN.,HYB,HYDERABAD DECCAN
2732,JP-HYB SPECI,17,AK,AKOLA JN.,15:20:00,15:25:00,1336,JP,JAIPUR JN.,HYB,HYDERABAD DECCAN
2732,JP-HYB SPECI,18,WHM,WASHIM,16:35:00,16:36:00,1414,JP,JAIPUR JN.,HYB,HYDERABAD DECCAN
2732,JP-HYB SPECI,19,HNL,HINGOLI(DECC,17:15:00,17:16:00,1462,JP,JAIPUR JN.,HYB,HYDERABAD DECCAN
2732,JP-HYB SPECI,20,BMF,BASMAT,18:08:00,18:09:00,1520,JP,JAIPUR JN.,HYB,HYDERABAD DECCAN
2732,JP-HYB SPECI,21,PAU,PURNA  JN.,18:45:00,19:10:00,1542,JP,JAIPUR JN.,HYB,HYDERABAD DECCAN
2732,JP-HYB SPECI,22,NED,NANDED,19:45:00,19:50:00,1573,JP,JAIPUR JN.,HYB,HYDERABAD DECCAN
2732,JP-HYB SPECI,23,MUE,MUDKHED JN.,20:23:00,20:25:00,1595,JP,JAIPUR JN.,HYB,HYDERABAD DECCAN
2732,JP-HYB SPECI,24,DAB,DHARMABAD,21:03:00,21:05:00,1644,JP,JAIPUR JN.,HYB,HYDERABAD DECCAN
2732,JP-HYB SPECI,25,NZB,NIZAMABAD,21:40:00,21:42:00,1684,JP,JAIPUR JN.,HYB,HYDERABAD DECCAN
2732,JP-HYB SPECI,26,KMC,KAMAREDDI,22:30:00,22:32:00,1735,JP,JAIPUR JN.,HYB,HYDERABAD DECCAN
2732,JP-HYB SPECI,27,MED,MEDCHAL,23:40:00,23:42:00,1816,JP,JAIPUR JN.,HYB,HYDERABAD DECCAN
2732,JP-HYB SPECI,28,SC,SECUNDERABAD,01:00:00,01:10:00,1843,JP,JAIPUR JN.,HYB,HYDERABAD DECCAN
2732,JP-HYB SPECI,29,HYB,HYDERABAD DE,02:00:00,02:00:00,1853,JP,JAIPUR JN.,HYB,HYDERABAD DECCAN
2821,PUNE-SRC AC,1,PUNE,PUNE JN.,10:30:00,10:30:00,0,PUNE,PUNE JN.,SRC,SANTRAGACHI JN.
2821,PUNE-SRC AC,2,PNVL,PANVEL,13:00:00,13:05:00,120,PUNE,PUNE JN.,SRC,SANTRAGACHI JN.
2821,PUNE-SRC AC,3,KYN,KALYAN JN,14:00:00,14:02:00,154,PUNE,PUNE JN.,SRC,SANTRAGACHI JN.
2821,PUNE-SRC AC,4,BSL,BHUSAVAL JN.,19:30:00,19:40:00,545,PUNE,PUNE JN.,SRC,SANTRAGACHI JN.
2821,PUNE-SRC AC,5,NGP,NAGPUR JN.(C,01:20:00,01:30:00,943,PUNE,PUNE JN.,SRC,SANTRAGACHI JN.
2821,PUNE-SRC AC,6,DURG,DURG,04:51:00,04:53:00,1207,PUNE,PUNE JN.,SRC,SANTRAGACHI JN.
2821,PUNE-SRC AC,7,R,RAIPUR JN.,05:25:00,05:30:00,1244,PUNE,PUNE JN.,SRC,SANTRAGACHI JN.
2821,PUNE-SRC AC,8,BSP,BILASPUR JN.,07:20:00,07:30:00,1352,PUNE,PUNE JN.,SRC,SANTRAGACHI JN.
2821,PUNE-SRC AC,9,JSG,JHARSUGUDA J,10:20:00,10:22:00,1558,PUNE,PUNE JN.,SRC,SANTRAGACHI JN.
2821,PUNE-SRC AC,10,ROU,ROURKELA,11:35:00,11:50:00,1659,PUNE,PUNE JN.,SRC,SANTRAGACHI JN.
2821,PUNE-SRC AC,11,CKP,CHAKARADHARP,13:10:00,13:15:00,1758,PUNE,PUNE JN.,SRC,SANTRAGACHI JN.
2821,PUNE-SRC AC,12,TATA,TATANAGAR JN,14:15:00,14:20:00,1820,PUNE,PUNE JN.,SRC,SANTRAGACHI JN.
2821,PUNE-SRC AC,13,KGP,KHARAGPUR,16:00:00,16:05:00,1958,PUNE,PUNE JN.,SRC,SANTRAGACHI JN.
2821,PUNE-SRC AC,14,SRC,SANTRAGACHI,18:15:00,18:15:00,2066,PUNE,PUNE JN.,SRC,SANTRAGACHI JN.
2822,SRC-PUNE  AC,1,SRC,SANTRAGACHI,18:30:00,18:30:00,0,SRC,SANTRAGACHI JN.,PUNE,PUNE JN.
2822,SRC-PUNE  AC,2,KGP,KHARAGPUR,20:15:00,20:20:00,109,SRC,SANTRAGACHI JN.,PUNE,PUNE JN.
2822,SRC-PUNE  AC,3,TATA,TATANAGAR JN,22:00:00,22:05:00,246,SRC,SANTRAGACHI JN.,PUNE,PUNE JN.
2822,SRC-PUNE  AC,4,CKP,CHAKARADHARP,22:50:00,22:55:00,309,SRC,SANTRAGACHI JN.,PUNE,PUNE JN.
2822,SRC-PUNE  AC,5,ROU,ROURKELA,00:13:00,00:28:00,406,SRC,SANTRAGACHI JN.,PUNE,PUNE JN.
2822,SRC-PUNE  AC,6,JSG,JHARSUGUDA J,01:58:00,02:00:00,507,SRC,SANTRAGACHI JN.,PUNE,PUNE JN.
2822,SRC-PUNE  AC,7,BSP,BILASPUR JN.,04:50:00,05:00:00,713,SRC,SANTRAGACHI JN.,PUNE,PUNE JN.
2822,SRC-PUNE  AC,8,R,RAIPUR JN.,06:25:00,06:30:00,822,SRC,SANTRAGACHI JN.,PUNE,PUNE JN.
2822,SRC-PUNE  AC,9,DURG,DURG,07:18:00,07:20:00,865,SRC,SANTRAGACHI JN.,PUNE,PUNE JN.
2822,SRC-PUNE  AC,10,NGP,NAGPUR JN.(C,11:15:00,11:25:00,1129,SRC,SANTRAGACHI JN.,PUNE,PUNE JN.
2822,SRC-PUNE  AC,11,BSL,BHUSAVAL JN.,16:30:00,16:40:00,1527,SRC,SANTRAGACHI JN.,PUNE,PUNE JN.
2822,SRC-PUNE  AC,12,KYN,KALYAN JN,22:40:00,22:42:00,1918,SRC,SANTRAGACHI JN.,PUNE,PUNE JN.
2822,SRC-PUNE  AC,13,PNVL,PANVEL,23:35:00,23:40:00,1953,SRC,SANTRAGACHI JN.,PUNE,PUNE JN.
2822,SRC-PUNE  AC,14,PUNE,PUNE JN.,02:45:00,02:45:00,2073,SRC,SANTRAGACHI JN.,PUNE,PUNE JN.
2833,RJT-SRC SF A,1,RJT,RAJKOT,22:20:00,22:20:00,0,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,2,WKR,WANKANER,23:05:00,23:07:00,41,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,3,SUNR,SURENDRANAGA,00:27:00,00:29:00,116,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,4,VG,VIRAMGAM JN,01:56:00,01:58:00,180,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,5,ADI,AHMEDABAD,03:10:00,03:30:00,246,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,6,ND,NADIAD JN.,04:13:00,04:15:00,291,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,7,ANND,ANAND JN.,04:42:00,04:44:00,310,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,8,BRC,VADODARA JN.,05:27:00,05:32:00,345,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,9,BH,BHARUCH JN.,06:35:00,06:37:00,415,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,10,ST,SURAT,07:45:00,07:53:00,474,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,11,NDB,NANDURBAR,10:40:00,10:50:00,634,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,12,AN,AMALNER,12:55:00,12:57:00,730,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,13,JL,JALGAON JN.,14:10:00,14:15:00,785,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,14,BSL,BHUSAVAL JN.,14:40:00,14:50:00,809,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,15,MKU,MALKAPUR,15:33:00,15:35:00,864,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,16,AK,AKOLA JN.,16:40:00,16:42:00,954,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,17,BD,BADNERA JN.,18:15:00,18:20:00,1033,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,18,WR,WARDHA JN.,20:04:00,20:06:00,1128,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,19,NGP,NAGPUR JN.(C,22:00:00,22:10:00,1207,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,20,G,GONDIA JN.,23:55:00,23:57:00,1337,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,21,DURG,DURG,02:15:00,02:20:00,1471,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,22,R,RAIPUR JN.,02:55:00,03:05:00,1505,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,23,BSP,BILASPUR JN.,04:55:00,05:10:00,1617,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,24,JSG,JHARSUGUDA J,08:35:00,08:40:00,1826,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,25,ROU,ROURKELA,10:10:00,10:25:00,1928,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,26,CKP,CHAKARADHARP,11:45:00,11:50:00,2024,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,27,TATA,TATANAGAR JN,12:45:00,12:50:00,2087,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,28,KGP,KHARAGPUR,14:35:00,14:40:00,2225,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2833,RJT-SRC SF A,29,SRC,SANTRAGACHI,16:35:00,16:35:00,2332,RJT,RAJKOT,SRC,SANTRAGACHI JN.
2834,SRC-RJT SF A,1,SRC,SANTRAGACHI,21:05:00,21:05:00,0,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,2,KGP,KHARAGPUR,22:50:00,22:55:00,107,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,3,TATA,TATANAGAR JN,00:50:00,00:55:00,245,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,4,CKP,CHAKARADHARP,01:50:00,01:55:00,307,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,5,ROU,ROURKELA,03:15:00,03:25:00,404,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,6,JSG,JHARSUGUDA J,04:55:00,05:00:00,506,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,7,BSP,BILASPUR JN.,07:55:00,08:10:00,723,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,8,R,RAIPUR JN.,10:00:00,10:10:00,835,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,9,DURG,DURG,10:55:00,11:00:00,879,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,10,G,GONDIA JN.,12:53:00,12:55:00,1013,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,11,NGP,NAGPUR JN.(C,15:05:00,15:15:00,1143,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,12,WR,WARDHA JN.,16:28:00,16:30:00,1222,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,13,BD,BADNERA JN.,18:40:00,18:45:00,1318,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,14,AK,AKOLA JN.,20:00:00,20:02:00,1396,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,15,MKU,MALKAPUR,20:50:00,20:52:00,1486,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,16,BSL,BHUSAVAL JN.,21:50:00,22:00:00,1541,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,17,JL,JALGAON JN.,22:30:00,22:35:00,1565,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,18,AN,AMALNER,23:28:00,23:30:00,1621,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,19,NDB,NANDURBAR,01:18:00,01:23:00,1716,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,20,ST,SURAT,04:27:00,04:32:00,1876,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,21,BH,BHARUCH JN.,05:15:00,05:17:00,1935,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,22,BRC,VADODARA JN.,06:15:00,06:20:00,2005,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,23,ANND,ANAND JN.,06:52:00,06:54:00,2041,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,24,ND,NADIAD JN.,07:12:00,07:14:00,2059,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,25,ADI,AHMEDABAD,08:25:00,08:45:00,2105,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,26,VG,VIRAMGAM JN,09:55:00,09:57:00,2170,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,27,SUNR,SURENDRANAGA,10:48:00,10:50:00,2235,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,28,WKR,WANKANER,12:02:00,12:05:00,2309,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2834,SRC-RJT SF A,29,RJT,RAJKOT,13:45:00,13:45:00,2351,SRC,SANTRAGACHI JN.,RJT,RAJKOT
2841,SRC MAS SPL,1,SRC,SANTRAGACHI,12:40:00,12:40:00,0,SRC,SANTRAGACHI JN.,MAS,CHENNAI CENTRAL
2841,SRC MAS SPL,2,KGP,KHARAGPUR,14:25:00,14:30:00,107,SRC,SANTRAGACHI JN.,MAS,CHENNAI CENTRAL
2841,SRC MAS SPL,3,BHC,BHADRAKH,17:28:00,17:30:00,290,SRC,SANTRAGACHI JN.,MAS,CHENNAI CENTRAL
2841,SRC MAS SPL,4,CTC,CUTTACK JN.,18:45:00,18:47:00,406,SRC,SANTRAGACHI JN.,MAS,CHENNAI CENTRAL
2841,SRC MAS SPL,5,BBS,BHUBANESWAR,19:20:00,19:25:00,433,SRC,SANTRAGACHI JN.,MAS,CHENNAI CENTRAL
2841,SRC MAS SPL,6,KUR,KHURDA ROAD,19:50:00,20:00:00,452,SRC,SANTRAGACHI JN.,MAS,CHENNAI CENTRAL
2841,SRC MAS SPL,7,VSKP,VISAKHAPATNA,02:05:00,02:35:00,875,SRC,SANTRAGACHI JN.,MAS,CHENNAI CENTRAL
2841,SRC MAS SPL,8,DVD,DUVVADA,03:03:00,03:05:00,893,SRC,SANTRAGACHI JN.,MAS,CHENNAI CENTRAL
2841,SRC MAS SPL,9,RJY,RAJAHMUNDRY,05:22:00,05:24:00,1076,SRC,SANTRAGACHI JN.,MAS,CHENNAI CENTRAL
2841,SRC MAS SPL,10,BZA,VIJAYWADA JN,07:50:00,08:00:00,1226,SRC,SANTRAGACHI JN.,MAS,CHENNAI CENTRAL
2841,SRC MAS SPL,11,NLR,NELLORE,11:00:00,11:02:00,1480,SRC,SANTRAGACHI JN.,MAS,CHENNAI CENTRAL
2841,SRC MAS SPL,12,MAS,CHENNAI CENT,15:20:00,15:20:00,1656,SRC,SANTRAGACHI JN.,MAS,CHENNAI CENTRAL
2842,MAS SRC SPL,1,MAS,CHENNAI CENT,18:20:00,18:20:00,0,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
2842,MAS SRC SPL,2,NLR,NELLORE,21:40:00,21:42:00,175,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
2842,MAS SRC SPL,3,BZA,VIJAYWADA JN,01:35:00,01:45:00,429,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
2842,MAS SRC SPL,4,RJY,RAJAHMUNDRY,04:01:00,04:03:00,579,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
2842,MAS SRC SPL,5,DVD,DUVVADA,07:40:00,07:42:00,762,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
2842,MAS SRC SPL,6,VSKP,VISAKHAPATNA,08:15:00,08:45:00,780,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
2842,MAS SRC SPL,7,KUR,KHURDA ROAD,15:05:00,15:15:00,1203,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
2842,MAS SRC SPL,8,BBS,BHUBANESWAR,15:45:00,15:50:00,1222,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
2842,MAS SRC SPL,9,CTC,CUTTACK JN.,16:15:00,16:20:00,1249,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
2842,MAS SRC SPL,10,BHC,BHADRAKH,18:38:00,18:40:00,1365,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
2842,MAS SRC SPL,11,KGP,KHARAGPUR,21:20:00,21:25:00,1548,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
2842,MAS SRC SPL,12,SRC,SANTRAGACHI,23:30:00,23:30:00,1656,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI JN.
2845,PUNE HTE SPL,1,PUNE,PUNE JN.,10:45:00,10:45:00,0,PUNE,PUNE JN.,HTE,HATIA
2845,PUNE HTE SPL,2,DD,DAUND JN.,12:05:00,12:20:00,77,PUNE,PUNE JN.,HTE,HATIA
2845,PUNE HTE SPL,3,ANG,AHMADNAGAR,13:57:00,14:00:00,161,PUNE,PUNE JN.,HTE,HATIA
2845,PUNE HTE SPL,4,KPG,KOPARGAON,15:59:00,16:00:00,272,PUNE,PUNE JN.,HTE,HATIA
2845,PUNE HTE SPL,5,MMR,MANMAD JN.,17:20:00,17:25:00,310,PUNE,PUNE JN.,HTE,HATIA
2845,PUNE HTE SPL,6,BSL,BHUSAVAL JN.,19:40:00,19:50:00,494,PUNE,PUNE JN.,HTE,HATIA
2845,PUNE HTE SPL,7,AK,AKOLA JN.,21:47:00,21:50:00,639,PUNE,PUNE JN.,HTE,HATIA
2845,PUNE HTE SPL,8,BD,BADNERA JN.,23:05:00,23:10:00,718,PUNE,PUNE JN.,HTE,HATIA
2845,PUNE HTE SPL,9,WR,WARDHA JN.,00:32:00,00:35:00,813,PUNE,PUNE JN.,HTE,HATIA
2845,PUNE HTE SPL,10,NGP,NAGPUR JN.(C,01:55:00,02:05:00,892,PUNE,PUNE JN.,HTE,HATIA
2845,PUNE HTE SPL,11,G,GONDIA JN.,04:06:00,04:08:00,1022,PUNE,PUNE JN.,HTE,HATIA
2845,PUNE HTE SPL,12,DURG,DURG,06:15:00,06:20:00,1156,PUNE,PUNE JN.,HTE,HATIA
2845,PUNE HTE SPL,13,R,RAIPUR JN.,06:55:00,07:05:00,1190,PUNE,PUNE JN.,HTE,HATIA
2845,PUNE HTE SPL,14,BSP,BILASPUR JN.,09:10:00,09:25:00,1302,PUNE,PUNE JN.,HTE,HATIA
2845,PUNE HTE SPL,15,JSG,JHARSUGUDA J,13:05:00,13:10:00,1511,PUNE,PUNE JN.,HTE,HATIA
2845,PUNE HTE SPL,16,ROU,ROURKELA,14:30:00,14:45:00,1613,PUNE,PUNE JN.,HTE,HATIA
2845,PUNE HTE SPL,17,HTE,HATIA,18:20:00,18:20:00,1770,PUNE,PUNE JN.,HTE,HATIA
2846,HTE-PUNE SPL,1,HTE,HATIA,21:00:00,21:00:00,0,HTE,HATIA,PUNE,PUNE JN.
2846,HTE-PUNE SPL,2,ROU,ROURKELA,00:05:00,00:20:00,160,HTE,HATIA,PUNE,PUNE JN.
2846,HTE-PUNE SPL,3,JSG,JHARSUGUDA J,01:55:00,01:57:00,261,HTE,HATIA,PUNE,PUNE JN.
2846,HTE-PUNE SPL,4,BSP,BILASPUR JN.,04:45:00,05:00:00,478,HTE,HATIA,PUNE,PUNE JN.
2846,HTE-PUNE SPL,5,R,RAIPUR JN.,06:25:00,06:30:00,590,HTE,HATIA,PUNE,PUNE JN.
2846,HTE-PUNE SPL,6,DURG,DURG,07:20:00,07:25:00,634,HTE,HATIA,PUNE,PUNE JN.
2846,HTE-PUNE SPL,7,G,GONDIA JN.,09:08:00,09:10:00,768,HTE,HATIA,PUNE,PUNE JN.
2846,HTE-PUNE SPL,8,NGP,NAGPUR JN.(C,11:15:00,11:25:00,899,HTE,HATIA,PUNE,PUNE JN.
2846,HTE-PUNE SPL,9,WR,WARDHA JN.,12:27:00,12:30:00,977,HTE,HATIA,PUNE,PUNE JN.
2846,HTE-PUNE SPL,10,BD,BADNERA JN.,14:00:00,14:03:00,1073,HTE,HATIA,PUNE,PUNE JN.
2846,HTE-PUNE SPL,11,AK,AKOLA JN.,14:52:00,14:55:00,1152,HTE,HATIA,PUNE,PUNE JN.
2846,HTE-PUNE SPL,12,BSL,BHUSAVAL JN.,16:30:00,16:40:00,1296,HTE,HATIA,PUNE,PUNE JN.
2846,HTE-PUNE SPL,13,MMR,MANMAD JN.,19:05:00,19:10:00,1480,HTE,HATIA,PUNE,PUNE JN.
2846,HTE-PUNE SPL,14,KPG,KOPARGAON,20:19:00,20:20:00,1519,HTE,HATIA,PUNE,PUNE JN.
2846,HTE-PUNE SPL,15,ANG,AHMADNAGAR,22:57:00,23:00:00,1630,HTE,HATIA,PUNE,PUNE JN.
2846,HTE-PUNE SPL,16,DD,DAUND JN.,01:05:00,01:20:00,1714,HTE,HATIA,PUNE,PUNE JN.
2846,HTE-PUNE SPL,17,PUNE,PUNE JN.,02:45:00,02:45:00,1791,HTE,HATIA,PUNE,PUNE JN.
3101,KOAA PURI SP,1,KOAA,KOLKATA,23:55:00,23:55:00,0,KOAA,KOLKATA,PURI,PURI
3101,KOAA PURI SP,2,KGP,KHARAGPUR,02:20:00,02:25:00,134,KOAA,KOLKATA,PURI,PURI
3101,KOAA PURI SP,3,BLS,BALASORE,03:48:00,03:50:00,255,KOAA,KOLKATA,PURI,PURI
3101,KOAA PURI SP,4,BHC,BHADRAKH,04:48:00,04:50:00,317,KOAA,KOLKATA,PURI,PURI
3101,KOAA PURI SP,5,JJKR,JAJPUR KEONJ,07:28:00,07:30:00,361,KOAA,KOLKATA,PURI,PURI
3101,KOAA PURI SP,6,CTC,CUTTACK JN.,08:50:00,08:55:00,433,KOAA,KOLKATA,PURI,PURI
3101,KOAA PURI SP,7,BBS,BHUBANESWAR,10:10:00,10:15:00,460,KOAA,KOLKATA,PURI,PURI
3101,KOAA PURI SP,8,KUR,KHURDA ROAD,10:45:00,10:50:00,479,KOAA,KOLKATA,PURI,PURI
3101,KOAA PURI SP,9,PURI,PURI,11:50:00,11:50:00,523,KOAA,KOLKATA,PURI,PURI
3102,PURI KOAA SP,1,PURI,PURI,22:45:00,22:45:00,0,PURI,PURI,KOAA,KOLKATA
3102,PURI KOAA SP,2,KUR,KHURDA ROAD,23:29:00,23:30:00,43,PURI,PURI,KOAA,KOLKATA
3102,PURI KOAA SP,3,BBS,BHUBANESWAR,00:05:00,00:10:00,62,PURI,PURI,KOAA,KOLKATA
3102,PURI KOAA SP,4,CTC,CUTTACK JN.,01:05:00,01:10:00,90,PURI,PURI,KOAA,KOLKATA
3102,PURI KOAA SP,5,JJKR,JAJPUR KEONJ,02:00:00,02:02:00,162,PURI,PURI,KOAA,KOLKATA
3102,PURI KOAA SP,6,BHC,BHADRAKH,02:43:00,02:45:00,205,PURI,PURI,KOAA,KOLKATA
3102,PURI KOAA SP,7,BLS,BALASORE,03:40:00,03:45:00,267,PURI,PURI,KOAA,KOLKATA
3102,PURI KOAA SP,8,KGP,KHARAGPUR,06:30:00,06:35:00,388,PURI,PURI,KOAA,KOLKATA
3102,PURI KOAA SP,9,KOAA,KOLKATA,10:25:00,10:25:00,522,PURI,PURI,KOAA,KOLKATA
3301,ASN-DHN MEMU,1,ASN,ASANSOL MAIN,10:10:00,10:10:00,0,ASN,ASANSOL MAIN,DHN,DHANBAD JN.
3301,ASN-DHN MEMU,2,BCQ,BARACHAK JN.,10:16:00,10:17:00,5,ASN,ASANSOL MAIN,DHN,DHANBAD JN.
3301,ASN-DHN MEMU,3,STN,SITARAMPUR J,10:22:00,10:23:00,8,ASN,ASANSOL MAIN,DHN,DHANBAD JN.
3301,ASN-DHN MEMU,4,ULT,KULTI,10:28:00,10:29:00,14,ASN,ASANSOL MAIN,DHN,DHANBAD JN.
3301,ASN-DHN MEMU,5,BRR,BARAKAR,10:33:00,10:34:00,17,ASN,ASANSOL MAIN,DHN,DHANBAD JN.
3301,ASN-DHN MEMU,6,KMME,KUMAR DUBI,10:38:00,10:39:00,19,ASN,ASANSOL MAIN,DHN,DHANBAD JN.
3301,ASN-DHN MEMU,7,MMU,MUGMA,10:43:00,10:44:00,24,ASN,ASANSOL MAIN,DHN,DHANBAD JN.
3301,ASN-DHN MEMU,8,TNW,THANPAR NAGA,10:49:00,10:50:00,29,ASN,ASANSOL MAIN,DHN,DHANBAD JN.
