stop_code,stop_id,stop_lat,stop_lon,stop_name,zone_id
DC4874,1976,28.6299,76.965867,Bangali Colony,1976
DC4487,1977,28.634675,76.962955,Shiv Mandir,1977
DC4488,1978,28.638267,76.960867,CRPF Jharoda,1978
DC4489,1979,28.6429,76.958117,PTS Jharoda,1979
DC4490,1980,28.646717,76.955883,S.S. Kanya Vidhyalaya,1980
DC4491,1981,28.650904,76.952779,Jharoda Village,1981
DC4492,1982,28.655633,76.949583,Jharoda Kalan,1982
DC4513,1983,28.658617,76.947783,Jharoda Nala Crossing,1983
DC4511,1984,28.666183,76.942533,Satyapuram Jharoda,1984
DC0032,1987,28.720102,77.068773,Rohini Sec 20/21/22 Crossing,1987
DC0036,1988,28.7192770424993,77.0843728726838,Rohini Sec 23 (Green Hill Aptt.),1988
U00866,1989,28.728320352921,77.092318065718,Rohini Sec 24 Dear Satguru Sewaram Crossing,1989
DC0037,1990,28.729924,77.094619,Dera Satguru Sewaram Sahai Sec 24/25 Crossing,1990
DC0039,1991,28.725413,77.101244,Rithala Village,1991
U01002,1992,28.723894,77.103422,Pal Colony,1992
U01036,1993,28.7198,77.108584,Rithala Metro Station,1993
U01075,1994,28.71645,77.113467,Rohini Depot 1 Sec 6,1994
DC0003,1995,28.7154,77.1147,Rohini West Metro Station,1995
U01098,1996,28.7138,77.1172,Rohini Sec-9 /7,1996
U01133,1997,28.711805,77.120144,Rohini Sec-9,1997
U01192,1998,28.708306,77.125246,Rohini Sec 7 and 8 Crossing,1998
U01212,1999,28.707061,77.127011,Fire Station Sec-8,1999
U01246,2000,28.705196,77.129655,Madhuvan Chowk,2000
U01267,2001,28.7054,77.132,Madhuban Chowk (Outer Ring Road),2001
U01322,2002,28.7078,77.1364,Pitampura RU-Block,2002
U01350,2003,28.705913,77.138568,Pitampura CD Block (Aggrasen Model School),2003
U01359,2004,28.703376,77.139486,Pittampura AP-Block,2004
U01383,2005,28.700344,77.141026,Pitam Pura KD Block,2005
U01432,2006,28.699811,77.145005,DAV School,2006
U01499,2007,28.700093,77.151621,TV Tower (Power House),2007
U01505,2008,28.698123,77.151681,Guru Govind Singh College,2008
U01486,2009,28.694143,77.151048,Netaji Subhash Palace (Wazirpur Depot) Road No 41,2009
U01528WD,2010,28.691925,77.153796,Wazirpur Depot,2010
U01487,2011,28.686246,77.151088,Telephone Exchange,2011
U01478,2012,28.685074,77.149267,Britannia,2012
U01411,2013,28.681015,77.143195,Shakurpur Shiv Mandir,2013
U02272,2014,28.6352,77.2031,Gole Market,2014
DC3754,2015,28.63225,77.205467,Gole Market (Bhai Veer Singh Marg),2015
U02329,2016,28.62895,77.205306,Gole Market (Sahitya Sadan),2016
U99795,2017,28.7377,77.007698,Kanjhawala Chowk,2017
DC4892,2019,28.554291,77.0522752,Dwarka Sec 22 Cluster Depot,2019
DC3886,2020,28.5587924,77.0428038,Pochan Pur Village,2020
DC3883,2021,28.552933,77.035183,Dhool Siras,2021
U00388MB,2022,28.539219,77.02981,Bamnoli Crossing,2022
U99830,2023,28.5421,77.017939,Bamnoli Power Station,2023
U00353,2024,28.543484,77.012062,Toll Tax Post,2024
U00343,2025,28.547917,77.009152,BSF Campus Chhawla,2025
U00328,2026,28.554271,77.006304,BSF Camp Chhawla,2026
U00320,2027,28.557851,77.004374,Sumesh Vihar,2027
U00304,2028,28.561234,77.002151,Chhawla Village,2028
U00294,2029,28.566798,77.000183,Chhawla School,2029
DC3973,2030,28.578209,76.996491,Rewla Taj Pur More,2030
U00198,2031,28.611458,76.979153,Najafgarh Dhansa More,2031
U00203,2032,28.614227,76.980845,Jharoda Crossing,2032
DC4378,2034,28.635453,77.00464,Jai Vihar Block 2,2034
DC4391,2036,28.653581,77.035483,PS Ranhola,2036
DC4393,2038,28.655849,77.040491,Ranhola Village,2038
DC4394,2039,28.658524,77.043855,Ranhola Extension,2039
DC4399,2044,28.672904,77.059582,Aman Puri,2044
DC4400,2045,28.674624,77.061052,Qamruddin Nagar Crossing,2045
DC4401,2046,28.68008,77.066236,Nangloi Post Office,2046
DC4402,2047,28.681135,77.067063,Nangloi (Najafgarh Road),2047
DC3835,2048,28.64376,77.19701,Karol Bagh Gurgaon Stand,2048
U02237RRS,2049,28.640833,77.19515,Ravinder Rangshala,2049
DC3836,2050,28.6374333333333,77.1927833333333,CPRTI,2050
NS0392,2051,28.6326953,77.1890118,Ridge Road,2051
U02237RRN,2052,28.6234,77.1803166666667,R Block Rajinder Nagar,2052
U02237BJP,2053,28.615091,77.175218,Buddha Jayanti Park,2053
DC3837,2054,28.601533,77.168417,APS School Dhaula Kuan,2054
U01439,2055,28.596443,77.145582,St. Martin School,2055
U01379,2056,28.59655,77.14065,Sri Nagesh Garden,2056
U01318,2057,28.5965006,77.1355173,Shastri Bazar,2057
U01234,2058,28.5978,77.1287,Kabul Line,2058
U01181,2059,28.59857,77.12434,Chhawani Hospital,2059
U01160,2060,28.595,77.1226,Sadar Bazar,2060
U01145,2061,28.5919,77.1211,Geeta Ashram,2061
U01127,2062,28.5895,77.1198,Kendriya Vidhyalaya,2062
DC3841,2063,28.586733,77.11845,Blood Bank,2063
U01096,2064,28.583117,77.116617,More Lines,2064
DC4152,2066,28.5456641,77.1229563,Mahipal Pur Crossing NH-8,2066
DC4188,2067,28.536237,77.102112,Uppal Hotel,2067
DC4982,2068,28.70109500001,77.03384333333,Rani Khera Depot I,2068
DC0012,2069,28.738531,77.008207,Kanjhawala School,2069
DC4518,2070,28.760193,77.015788,Chandpur Khurd,2070
U00990,2072,28.625133,77.102067,Hari Nagar Depot,2072
U01055,2073,28.62455,77.11095,Hari Nagar Shaheed Pawan Sahni Chowk,2073
U01054,2074,28.6204,77.110867,Maya Enclave BSES Office,2074
DC3908,2075,28.62755,77.1216,BE Block Hari Nagar/ESI Dispensary,2075
DC4071,2076,28.648227,77.198819,Faiz Road,2076
DC5324,2077,28.64682,77.05477,Hastsal JJ Colony,2077
DC5325,2078,28.64079,77.05594,Vikas Nagar,2078
DC5328,2079,28.63476,77.06201,Hastsal Village LIG Flats,2079
DC5330,2080,28.6329486569293,77.0686746792796,C Block Vikas Puri,2080
U00625,2081,28.6354,77.070533,Budhela Village / C Block Vikas Puri,2081
U00641,2082,28.638,77.0719,Oxford School,2082
U00661,2083,28.6387,77.0743,Gurudwara Vikaspuri,2083
U00691,2084,28.63865,77.07808,M Block Vikaspuri,2084
DC3696,2085,28.63955,77.0792,J Block Vikas Puri,2085
DC3697,2086,28.645922,77.079312,H-3 Vikas Puri,2086
U00756,2087,28.647117,77.0804,JG 3 Block Vikaspuri,2087
U00770,2088,28.647141,77.084533,Major Bhupinder Singh Marg,2088
U00805,2089,28.653,77.087672,Keshopur Depot,2089
DC3699,2090,28.657542,77.09049,Meera Bagh Apartments,2090
DC5332,2091,28.6618124,77.0817616,Sayed Gaon Nangloi (T),2091
DC5334,2092,28.66577,77.08261,Ambika Vihar,2092
DC5335,2093,28.669981,77.083317,Guru Harkishan Nagar,2093
DC5338,2094,28.67082,77.09294,Bhairon Enclave,2094
U00890,2095,28.675964,77.093988,Peera Garhi Depot,2095
U02470,2097,28.7064,77.2121,Indra Vihar,2097
U02491,2098,28.7093,77.2137,Mukharji Nagar Xing,2098
DC5340,2099,28.71139,77.2148,Batra Cinema,2099
DC5342,2100,28.7155,77.21592,Mukherji Nagar Baandh,2100
NS0188,2101,28.5480236,77.1251508,Mahipal Pur (NH-8),2101
U01011,2103,28.6192,77.1046,Tihar Jail,2103
U01356A,2104,28.6003,77.139767,S O Flats Carriappa Marg/Carriappa Vihar,2104
U01853,2105,28.574416,77.178621,Aradhana Enclave,2105
U01913,2106,28.57133,77.181727,RK Puram Sec 13,2106
U02128,2107,28.569634,77.195464,Nauroji Nagar,2107
U02304,2108,28.569786,77.204402,SJ Hospital,2108
U02595,2109,28.590114,77.220675,Lodhi Garden / Mousam Bhawan,2109
DC3653,2110,28.587958,77.233541,CGO Complex,2110
DC0066,2111,28.59155,77.233117,Sunehari Pulla Depot / Jawahar Lal Nehru Stadium Terminal,2111
DC1101,2112,28.5187038,77.2851174,OKHLA DEPOT,2112
U03364,2113,28.516367,77.2836,Central Workshop II,2113
U99918,2114,28.515967,77.28055,E.S.I. Hospital,2114
U03294,2115,28.520517,77.277267,Okhla Phase 1,2115
DC3779,2116,28.523383,77.27525,Indra Kalyan Vihar,2116
DC0139,2117,28.52585,77.273517,Bank,2117
DC3706,2118,28.527783,77.2722,CRPF Camp / Crown Plaza,2118
DC3780,2119,28.52855,77.270367,CRPF Camp Okhla Phase 1,2119
U03213,2120,28.526817,77.2669,DDA Kalkaji Extn,2120
U03158,2121,28.5255,77.2607,Tughlaqabad Extn,2121
NS0375,2122,28.5254,77.2568,DDA Flats Kalkaji,2122
U03094,2123,28.523828,77.255068,Tara Apartments Terminal,2123
DC5119,2124,28.66935,77.21739,Aruna Asaf Ali Hospital,2124
DC5117,2125,28.673296,77.216756,MCD Store (Rajpur Road),2125
DC5116,2126,28.67902,77.21866,Rajpur Road Transport Deptt,2126
DC5113,2127,28.678464,77.220946,PNB STA Road,2127
DC5112,2128,28.67785,77.22305,Exchange Store (Hill Road),2128
DC4591,2131,28.69771,77.22716,Majnu Ka Tila Outer Ring Road,2131
DC4593,2132,28.70253,77.22733,PWD Office / Aruna Nagar Ring Road,2132
DC4729,2133,28.711795,77.226367,Wazirabad Crossing GT Road,2133
U02633,2134,28.719164,77.223455,Gopal Pur / Jagat Pur Crossing,2134
U02532,2135,28.722037,77.216299,Gandhi Vihar,2135
U02314,2136,28.726629,77.203888,CV Raman ITI,2136
U02152,2137,28.728714,77.196368,Burari Crossing,2137
U01920,2138,28.732575,77.180985,Mukund Pur Crossing,2138
U01838,2139,28.734038,77.177008,Jahangir Puri Outer Ring Road,2139
DC3768,2140,28.735358,77.173505,Jag Jivan Ram Hospital,2140
U01696,2141,28.737484,77.165758,Bhalaswa Crossing,2141
U01602,2142,28.736833,77.159933,Mukarba Chowk ORR,2142
U01512,2143,28.730847096264,77.1499037813005,Haiderpur Metro Station,2143
U01452,2144,28.728354,77.14621,Badli Crossing,2144
DC4963,2145,28.724867,77.142388,PS Badli,2145
U01377,2146,28.721333,77.140683,Haider Pur Water Works,2146
U01363,2147,28.71616,77.13964,Pitam Pura BV Block,2147
U01353,2148,28.71348,77.13884,Uttri Pitam Pura,2148
U01311,2149,28.70992,77.13649,Pitampura RU Block,2149
U01329,2150,28.70771,77.13453,Pitampura Power House,2150
U00988,2151,28.693272,77.101689,West Enclave (ORR),2151
U00951,2152,28.689596,77.096796,Mangol Puri B Block (ORR),2152
DC4403,2153,28.681819,77.067554,Nangloi (Najafgarh Road),2153
DC4365,2154,28.678079,77.06453,Nangloi Village,2154
DC4366,2155,28.67493,77.061522,Qamruddin Nagar Crossing,2155
DC4367,2156,28.672977,77.059807,Aman Puri,2156
DC4368,2157,28.671061,77.05817,Narain DharamKanta,2157
DC4370,2159,28.664418,77.052837,Nilothi Crossing,2159
DC4783,2161,28.606425,76.972858,Krishna Nagar / Gopal Nagar,2161
DC4410,2162,28.5987725972629,76.9669809446253,Khera Village,2162
DC4411,2163,28.586969,76.959227,KharKhari Nahar / Khera Dabur,2163
DC4412,2164,28.5821517326493,76.9580820560017,Surhera Crossing,2164
DC4413,2165,28.573848,76.952387,Pandwala Crossing,2165
DC4414,2166,28.561696,76.941952,KharKhari Rondh,2166
DC4415,2167,28.556475,76.936796,Hasanpur Village,2167
DC4416,2168,28.548826,76.930857,Devta Wala Mandir,2168
DC4417,2169,28.536825,76.922412,Ghuman Hera More / Shikarpur Crossing,2169
DC4791,2170,28.5326827,76.9196563,Ghuman Hera Village Main Road,2170
DC4429,2171,28.534088,76.915012,Ghuman Hera DTC Depot Crossing,2171
DC4013,2172,28.5352,76.909367,Jhul-Jhuli Check Post / Ghumanhera Crossing,2172
DC4014,2173,28.53162,76.907067,Jhuljhuli Crossing,2173
DC4015,2174,28.526609,76.903562,Rawta Village,2174
DC4787,2175,28.5253328,76.8874616,Amrawati Piyau Galib Pur Road,2175
DC4789,2176,28.531301,76.883663,Galib Pur Piyau,2176
DC4785,2177,28.529556,76.881142,Galib Pur Village,2177
DC3944,2178,28.617104,77.338441,Kerala School,2178
U03581,2180,28.612733,77.306283,Trilok Puri 13 Block,2180
U03534,2181,28.6132,77.3014,Kotla Village,2181
U03497,2182,28.6128,77.2976,ITI Khichiripur,2182
U03473,2183,28.6132,77.2955,Pocket-5 Mayur Vihar Ph-1,2183
U03463,2184,28.6136,77.2937,Shashi Garden Xing,2184
U03437,2185,28.6142,77.2911,P S Pandav Nagar,2185
U03403,2186,28.616183,77.2881,Patparganj,2186
DC0111,2187,28.6158,77.286,Samaspur Jagir Village,2187
U03342,2188,28.61235,77.2825,Akhardham Temple,2188
U99933,2189,28.606154,77.274967,Khel Gaon,2189
DC0113,2191,28.5959338,77.2566294,Nizamuddin Road Bridge,2191
U03149,2192,28.589103,77.259022,ISBT Sarai Kale Khan,2192
U03202,2193,28.5821,77.26555,Bala Sahib Gurudwara,2193
U03189,2194,28.576295,77.264457,Maharani Bagh,2194
DC0135,2195,28.575087,77.262569,Maharani Bagh / Ashram,2195
U02038,2199,28.565068,77.189089,Mohammadpur Village,2199
U02026,2200,28.561654,77.188401,R K Puram Sec-2,2200
U01960,2201,28.556707,77.184517,R K Puram Sec-3,2201
U01919,2202,28.558072,77.182416,R K Puram Sec-3,2202
U01897,2203,28.5617636272265,77.1807161349993,R K Puram Sec 1/4,2203
U01859,2204,28.564139,77.178605,RK Puram Sec-1,2204
DC0096,2209,28.5965,77.2407,Amir Khusro Park / Oberoi Hotel,2209
DC3804,2210,28.674295,77.287206,Shahdara Terminal,2210
U02829,2211,28.6603,77.2337,Kouria Bridge,2211
DC5276,2213,28.567358,76.982136,Rewla Khanpur Village,2213
U99775,2214,28.703355,77.169098,Shalimar Bagh Crossing,2214
U01551,2215,28.700077,77.158486,Prem Bari Pull,2215
U99833,2216,28.6758,77.1411,Punjabi Bagh Terminal,2216
DC4372,2224,28.659496,77.045543,Ranhola Extension,2224
DC4377,2229,28.651158,77.030203,BrahmPuri Colony,2229
DC4379,2230,28.64946,77.02727,TilangPur Kotla,2230
DC4380,2232,28.646242,77.021841,Chanchal Park,2232
DC4384,2236,28.638365,77.007943,Baprola School,2236
DC4176,2243,28.560627,77.0557282,Dwarka Sec 22-23 / ClassicApartments,2243
DC5032,2244,28.572705,77.065945,Dwarka Sec 9 Metro Station,2244
DC5030,2245,28.57721,77.069827,Dwarka Sec 8 DTC Depot,2245
U00640,2246,28.5961071,77.0719115,Dwarka Sec-1 Mahalaxmi Apartment,2246
U00637,2247,28.5999,77.0714,SFS Flats Sec-2 Power House,2247
U00632,2248,28.604051,77.071622,Mahaveer Enclave Part II  and  III,2248
U99907A,2249,28.60635,77.075033,Vijay Enclave (New Dwarka Road),2249
U00690,2250,28.6076,77.078083,Dwarka Puri,2250
U00721,2251,28.60955,77.08075,New Dwarka Road / Seetapuri,2251
U00769,2252,28.6116034250795,77.0844719340043,Dabri Crossing Dwarka Road,2252
U02451,2254,28.624548,77.210633,Patel Chowk (Ashoka Road),2254
U02418,2255,28.625333,77.209333,Gurudwara Bangla Sahib,2255
U02359,2256,28.6235,77.2065,NDPO,2256
DC3967,2257,28.530644,77.086237,Kapashera More (Najafgarh Road),2257
DC3968,2258,28.52759,77.076229,Kapashera Village Bijwasan Road,2258
DC3969,2259,28.533565,77.059594,Shri Golok Dham Bijwasan School,2259
DC3970,2260,28.53551,77.043612,Bijwasan Railway Station,2260
U00605,2266,28.626136,77.06845,Uttam Nagar Terminal,2266
DC5240,2268,28.65925,77.01689,Bakkarwala Village Crossing,2268
DC5238,2269,28.65393,77.01678,Bakkarwala School,2269
DC5236,2270,28.64992,77.01678,Chanchal Park Part 1,2270
DC4381,2271,28.643343,77.016248,BakkarWala Crossing,2271
DC4383,2272,28.640858,77.011808,Baprola Village,2272
DC4385,2273,28.633299,77.002426,AirForce Station (BaniCamp),2273
DC4386,2274,28.631516,77.000557,Jai Vihar,2274
DC4388,2275,28.649623,77.027181,TilangPur Kotla,2275
DC4389,2276,28.641791,77.0137,BakkarWala School Baprola,2276
U01415,2277,28.673355,77.143876,Punjabi Bagh Terminal (Rohtak Road),2277
U01467,2278,28.67296,77.147244,Punjabi Bagh West Power House,2278
U01531,2279,28.672048,77.153511,Ram Pura,2279
U01561,2280,28.671405,77.157274,Ram Pura (Ashok Park),2280
U01666,2281,28.668627,77.165368,Zakhira Flyover,2281
U01736,2282,28.666508,77.170188,Daya Basti Flyover,2282
U01829,2283,28.664714,77.175426,Anand Parbat Industrial Area,2283
U01975,2284,28.661228,77.185153,Sarai Rohilla Govt Qtrs (Rohtak Road),2284
U99969,2285,28.660021,77.188823,Liberty Cinema,2285
DC3682,2286,28.659335,77.19094,Ram Jas Road,2286
U02127,2287,28.657536,77.194888,Tibiya College,2287
U02198,2288,28.655493,77.199002,Guru Govind Singh Marg,2288
U02273,2289,28.659639,77.202922,Filmistan,2289
U02316,2290,28.6612659356506,77.2040411904315,Bara Hindu Rao,2290
U02378,2291,28.663272,77.207209,Azad Market,2291
U99804,2292,28.667634,77.210788,Ice Factory (Rani Jhansi Road),2292
U02833,2293,28.6601,77.2344,Kouria Bridge,2293
U02161,2294,28.6495,77.1981,Faiz Road,2294
U02119,2295,28.651681,77.194671,DB Gupta Market,2295
U02096,2296,28.652552,77.19304,Thana DB Gupta Road,2296
U02073,2297,28.653873,77.190673,Prahlad Market,2297
U02027,2298,28.655289,77.188123,Khalsa College,2298
U99845,2299,28.652183,77.18505,Kikar Wala Chowk,2299
DC3913,2300,28.649253,77.183031,Prasad Nagar,2300
U01907,2301,28.64465,77.181033,Radha Swami Satsang,2301
U01376,2302,28.651466,77.140817,F Block Kirti Nagar,2302
U01410,2303,28.648667,77.143167,PS Kirti Nagar,2303
U01333,2304,28.640867,77.13545,Fire Station Kirti Nagar,2304
U01162,2305,28.6298,77.1233,Metal Forging,2305
U01119,2306,28.6308,77.1193,DDA Flats Hari Nagar,2306
U01083,2307,28.6308,77.1149,Swarg Ashram,2307
U01066,2308,28.631183,77.112167,Beriwala Bagh,2308
U01057,2309,28.6282,77.111,DDU Hospital,2309
U01047,2310,28.624804,77.110518,Hari Nagar Shaheed Pawan Sahni Chowk,2310
DC4064,2314,28.6212976,77.0889992,C2B Janak Puri,2314
DC4258,2315,28.613283,77.098533,C6 B Janakpuri,2315
U01213,2316,28.6044,77.1273,Kibri Place,2316
DC4242,2317,28.603826,77.196413,PS Chankya Puri,2317
DC4243,2318,28.606157,77.198901,Teen Murti,2318
DC4244,2319,28.610135,77.199151,South Enclave,2319
DC4245,2320,28.608993,77.203197,Tyag Raj Marg,2320
DC4246,2321,28.608265,77.206612,Sena Bhawan,2321
U02422,2322,28.609639,77.209585,G Block,2322
U02465,2323,28.612729,77.211891,Udyog Bhawan,2323
U02466,2324,28.615002,77.212136,Rail Bhawan Metro Station / Krishi Bhawan,2324
DC5102,2329,28.809645,77.087375,Holambi Kalan JJ Colony,2329
DC5261,2330,28.81548,77.07094,Sannoth Village,2330
DC4112,2331,28.658667,77.272233,Jheel Terminal,2331
DC4113,2332,28.655133,77.2736,Geeta Colony,2332
DC4261,2333,28.654567,77.274817,Ramleela Ground Geeta Colony,2333
DC4262,2334,28.654966,77.276723,Pandit Park Geeta Colony,2334
DC4263,2335,28.651867,77.2781,Shivpuri Colony,2335
DC4264,2336,28.649633,77.278883,Rashid Market,2336
DC4265,2337,28.64655,77.279117,Khureji Khas,2337
DC4266,2338,28.641215,77.28284,East Guru Angad Nagar,2338
DC4267,2339,28.636683,77.285593,Radhu Palace,2339
U02743,2340,28.627831,77.227939,Modern School,2340
U02688,2341,28.6294,77.2253,Barakhamba Metro Station,2341
U02659,2342,28.6303,77.2239,Statesman House,2342
U00729,2343,28.635596,77.080427,District Centre Outer Ring Road,2343
U00717,2344,28.639124,77.081562,Kangra Niketan,2344
U00734,2345,28.64271,77.082897,Krishna Park,2345
U00754,2346,28.64271,77.082893,Manohar Nagar,2346
U99606,2347,28.658887,77.090929,Meera Bagh,2347
U00858,2348,28.663428,77.091736,Sunder Vihar,2348
U00865,2349,28.665403,77.092203,Sunder Apartment,2349
U00962,2350,28.689145,77.096167,Mangol Puri B Block (ORR),2350
U00991,2351,28.693317,77.101458,West Enclave (ORR),2351
DC0034,2352,28.727167,77.080283,Power House Rohini Sec 24,2352
U00799,2353,28.722667,77.08745,Hanuman Mandir Rohini Sec 24,2353
DC3854,2354,28.734987,77.086971,Prehlad Vihar (Deep Vihar) Rohini Sec 25,2354
DC3856,2355,28.743833,77.08545,Krishna Colony,2355
U00758,2356,28.749247,77.084662,Prehladpur Crossing,2356
U00746,2357,28.751012,77.081081,Prehladpur Village,2357
U00671,2358,28.75257,77.075612,Prehladpur School,2358
U00643JC,2359,28.75375,77.0728,Jain Colony,2359
U00575,2360,28.759052,77.062701,Barwala School,2360
U00557,2361,28.760283,77.060436,Barwala Village,2361
U00499,2362,28.767917,77.049267,Sultan Pur Crossing / Poothkhurd,2362
U00485,2363,28.772317,77.0489,Poothkhurd Village,2363
U00476,2364,28.775183,77.047367,Maharishi Valmiki Hospital,2364
U00461,2365,28.786105,77.041019,Dhakewala Bawana,2365
DC3830,2366,28.794621,77.036256,Aditi College Bawana,2366
U00427,2367,28.796201,77.035577,Bawana School,2367
U00348,2368,28.812601,77.009095,Dariyapur Gaon,2368
U00315,2369,28.818453,77.002857,Harewali Crossing,2369
U00315H,2370,28.831167,77.007417,Harewali Gaon,2370
DC3648,2371,28.590589,77.168498,ARSD College / Dhaula Kuan,2371
U01752,2372,28.590141,77.169167,Dhaula Kuan ARSD College,2372
U01722A,2373,28.5747824927672,77.1687699879572,Shanti Niketan / RK Puram Sec 9,2373
U01923,2376,28.558755,77.182223,R K Puram Sec-3,2376
U01964,2377,28.55678,77.184877,RK Puram Sec-3,2377
U02019,2378,28.561602,77.18824,R K Puram Sec-2,2378
U02035,2379,28.564869,77.188919,Mohammadpur Village,2379
U02239,2383,28.570024,77.201105,Raj Nagar,2383
DC3941,2387,28.61809348,77.33575426,Mayur Vihar Phase III (T) Paper Market,2387
U03538,2388,28.498696,77.301223,Jaitpur Crossing,2388
U99867,2389,28.5159,77.2805,E.S.I. Hospital,2389
DC0140,2390,28.52945,77.271033,Crown Plaza,2390
U02469,2391,28.5942,77.212,Tughlaq Crescent,2391
U02455,2392,28.599883,77.2112,PS Tughlaq Road,2392
U02430,2393,28.6069,77.2098,Krishan Menon Marg,2393
U02447,2394,28.620532,77.210575,Aakashwani Bhawan,2394
U02503,2395,28.625816,77.214389,PS Parliament / Jantar Mantar,2395
DC4602,2396,28.537943,77.192713,NCERT,2396
DC4601,2397,28.539133,77.189533,Qutub Hotel,2397
DC4600,2398,28.540444,77.184993,Katwaria Sarai,2398
DC4599,2399,28.542017,77.182467,Sanskrit Vidyapeeth,2399
DC4598,2400,28.543617,77.179833,FAI,2400
DC4597,2401,28.546433,77.17925,School Of Physical Science,2401
DC4596,2402,28.549533,77.180433,Ber Sarai,2402
U01899,2403,28.552258,77.181166,ISTM,2403
U01850,2404,28.553757,77.178902,Munirka Family Planning,2404
U01791,2405,28.555401,77.176406,Munirka DDA Flats,2405
DC4595,2406,28.556815,77.174211,Munirka Family Planning,2406
U01768,2407,28.558295,77.172165,Vasant Vihar Depot,2407
DC4110,2408,28.562822,77.167991,Vasant Vihar,2408
U01649,2409,28.567738,77.165006,Swami Malai Mandir,2409
U01587,2410,28.575552,77.158581,Vasant Village / Shani Mandir,2410
U01509,2411,28.574087,77.151672,Arjun Path / Subroto Park,2411
U01461,2412,28.574872,77.147443,Arjun Path / APS Colony,2412
U01758,2413,28.574431,77.142057,APS Colony,2413
DC3971,2414,28.532531,77.052948,Palam Vihar Crossing,2414
DC4431,2415,28.535372,76.909686,Jhul-Jhuli Check Post / Ghumanhera Crossing,2415
U03522,2416,28.502051,77.300104,Badarpur Village,2416
U03511,2417,28.507069,77.299987,Power House,2417
DC0099,2418,28.513125,77.297491,Onida Factory,2418
U03488,2419,28.515264,77.296584,Ali Village,2419
U03471,2420,28.521896,77.293692,Maruti Factory,2420
U02707,2421,28.5699,77.2263,PT College Kotla,2421
U02755,2422,28.574267,77.228733,Defence Colony,2422
U02768,2423,28.578783,77.2293,Sewa Nagar Flyover,2423
U02780,2424,28.583833,77.2299,J L Nehru Stadium,2424
U02741,2425,28.5848,77.22815,Central School Lodhi Colony,2425
U02671,2426,28.5846,77.2246,Lodhi Colony,2426
DC5391,2427,28.671495,77.117885,Madipur JJ Colony Terminal,2427
DC3658,2428,28.6665,77.170033,Daya Basti Flyover,2428
U01937,2429,28.662689,77.185138,Sarai Rohilla (Rohtak Road),2429
U02021,2430,28.656146,77.187825,Dev Nagar,2430
U02025,2431,28.655538,77.187903,Dev Nagar / Khalsa College,2431
U02065,2432,28.653928,77.190757,Prahlad Market,2432
U02097,2433,28.652514,77.19331,Thana DB Gupta Road,2433
U02117,2434,28.65182,77.194689,DB Gupta Market,2434
U02190,2435,28.649568,77.198267,Faiz Road,2435
DC5109,2436,28.6311,77.25207,Delhi Sectt,2436
DC5227,2437,28.837612,77.171881,Tajpur Kalan Village,2437
DC5229,2438,28.825993,77.173699,Bakhtawarpur Primary School,2438
U00546,2439,28.724767,77.058683,Rajiv Nagar,2439
DC5231,2440,28.7000722873643,77.0336214724531,Rani Khera Depot II,2440
U00431,2441,28.6198,77.0372,Rama Park,2441
DC5398,2445,28.698623,77.271989,Yamuna Vihar Cluster Depot,2445
DC4341,2446,28.5966333333333,77.14535,St Marry School,2446
U02937,2447,28.637446,77.241206,Delhi Gate,2447
U99729,2448,28.635077,77.241157,Shaheed Park (Bhagat Singh Terminal),2448
U02944,2449,28.629204,77.241471,ITO,2449
U02506,2451,28.614867,77.212383,Krishi Bhawan / Rail Bhawan Metro Station,2451
DC4254,2452,28.608163,77.206674,Sena Bhawan,2452
DC4253,2453,28.608938,77.203077,Tyag Raj Marg,2453
DC4252,2454,28.610266,77.199312,South Enclave,2454
DC4251,2455,28.605812,77.199052,Teen Murti,2455
DC4250,2456,28.603681,77.196685,PS Chankya Puri,2456
DC4249,2457,28.600892,77.192595,u k high commion,2457
DC4248,2458,28.598468,77.191353,British high Comission,2458
DC4247,2459,28.59955,77.184967,Sikkim House,2459
U04004A,2460,28.612962,77.109517,Lajwanti Garden (Carriappa Marg),2460
U00488,2462,28.620523,77.048462,Kiran Garden,2462
DC3916,2463,28.6167666666667,77.1100833333333,Maya Enclave,2463
U01292,2464,28.624306,77.135286,Naraina Vihar,2464
U99942A,2465,28.6054,77.147567,Gairison Eng.,2465
U01990,2466,28.570143,77.185598,Hyatt Hotel,2466
U03031,2467,28.565482,77.245621,Lajpat Nagar (Ring Road),2467
U03054,2468,28.5827,77.2525,Rojdoot Hotel,2468
U03066,2469,28.5863252,77.2530455,Nizamuddin Railway Station,2469
DC3810,2470,28.643983,77.2526,Rajghat Depot,2470
U02990,2471,28.649778,77.245355,Shanti Vana,2471
U03013,2472,28.641685,77.247046,Raj Ghat (Ring Road),2472
U03289,2475,28.505533,77.276483,Tuglaqabad MB Road,2475
U03235,2476,28.507933,77.26915,Kaya Maya Hospital,2476
U03175,2477,28.509067,77.265117,Tughalqabad Village,2477
U03124,2478,28.5114,77.256483,Air Force Station,2478
U03083,2479,28.511533,77.254417,Air Force Station,2479
U02960,2480,28.5121,77.2435,Batra Hospital (Satya Narayan Mandir),2480
U02882,2481,28.5129,77.2385,Vayu Sena Bad (Tigri),2481
U02821,2482,28.513663,77.234905,Khanpur Extension / Devli Crossing,2482
U02746,2483,28.5151,77.2286,Ambedkar Nagar Depot,2483
